TRACKING_MONTH,CARRIER,SOURCE_CITY,SOURCE_STATE,SOURCE_COUNTRY,DEST_CITY,DEST_STATE,DEST_COUNTRY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
2024 12,ODFL,LOSANGELES,CA,US,ARVIN,CA,US,3,1,3,100
2024 12,ODFL,RICHMOND,VA,US,MIDWAY,TN,US,4,1,5,50
2024 11,ODFL,RICHMOND,VA,US,ABINGDON,VA,US,2,1,5,50
2024 11,ODFL,CHICAGO,IL,US,MOUNT VERNON,IL,US,6,2,2,34
2024 11,ODFL,CHICAGO,IL,US,URBANA,IL,US,2,1,6,100
2025 01,ODFL,CHICAGO,IL,US,MOUNT VERNON,IL,US,4,2,2,50
2024 12,ODFL,CHICAGO,IL,US,MARCY,NY,US,2,2,5,100
2024 11,ODFL,CHICAGO,IL,US,LOVELAND,CO,US,2,2,5,100
2025 02,ODFL,CHICAGO,IL,US,DACULA,GA,US,8,2,8,100
2025 02,ODFL,LANCASTER,TX,US,LUFKIN,TX,US,2,1,1,100
2025 03,ODFL,CHICAGO,IL,US,READING,PA,US,5,2,3,60
2025 03,ODFL,LOSANGELES,CA,US,MORENO VALLEY,CA,US,6,2,3,67
2025 03,ODFL,LANCASTER,TX,US,LAKELAND,FL,US,2,3,6,100
2025 03,ODFL,LANCASTER,TX,US,BOYNTON BEACH,FL,US,2,2,7,100
2025 03,ODFL,RICHMOND,VA,US,NORTH CANTON,OH,US,2,2,2,100
2025 03,ODFL,DALLAS,TX,US,GREENCASTLE,PA,US,4,5,7,100
2025 03,ODFL,DALLAS,TX,US,BELOIT,WI,US,12,3,7,25
2025 02,ODFL,LANCASTER,TX,US,SANGER,TX,US,2,1,1,100
2025 03,ODFL,CHICAGO,IL,US,MADISON,WI,US,4,1,5,50
2024 12,RBTW,LOSANGELES,CA,US,DINUBA,CA,US,2,6,1,50
2025 03,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,4,2,2,100
2025 03,ODFL,RICHMOND,VA,US,PLANT CITY,FL,US,13,2,5,16
2025 01,ODFL,CHICAGO,IL,US,WINDSOR,WI,US,4,1,2,50
2025 02,ODFL,CHICAGO,IL,US,CULLMAN,AL,US,2,2,3,100
2025 03,ODFL,RICHMOND,VA,US,MCLEANSVILLE,NC,US,6,2,7,100
2025 03,ODFL,RICHMOND,VA,US,SEYMOUR,IN,US,4,2,5,100
2025 03,ODFL,RICHMOND,VA,US,GROVE CITY,OH,US,4,2,4,100
2025 02,ODFL,LOSANGELES,CA,US,BUCKEYE,AZ,US,2,1,3,100
2025 02,ODFL,DALLAS,TX,US,FORT WAYNE,IN,US,2,3,6,50
2025 01,ODFL,CHICAGO,IL,US,ST. CLOUD,MN,US,2,1,5,100
2025 04,LRGR,RICHMOND,VA,US,BROOKSVILLE,FL,US,46,8,6,10
2025 03,ODFL,DALLAS,TX,US,LAS VEGAS,NV,US,11,4,5,46
2025 03,ODFL,RICHMOND,VA,US,PHOENIX,AZ,US,2,3,5,100
2025 04,RBTW,CHICAGO,IL,US,GROVEPORT,OH,US,7,1,1,25
2025 04,ODFL,CHICAGO,IL,US,TOBYHANNA,PA,US,6,2,4,100
2025 03,ODFL,LOSANGELES,CA,US,SANGER,TX,US,2,2,5,100
2025 04,FXFC,MILTON,ON,CA,CHATEAUGUAY,QC,CA,1,1,1,100
2025 04,ODFL,CHICAGO,IL,US,MOUNT VERNON,IL,US,8,2,4,75
2025 04,ODFL,LOSANGELES,CA,US,SANGER,TX,US,2,2,6,50
2025 04,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,6,1,5,100
2025 04,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,21,2,5,67
2025 04,ODFL,CHICAGO,IL,US,PANAMA CITY,FL,US,3,3,4,100
2025 04,ODFL,LANCASTER,TX,US,ARDMORE,OK,US,3,3,4,67
2025 05,ODFL,LANCASTER,TX,US,AMARILLO,TX,US,15,0,3,62
2025 04,ODFL,LOSANGELES,CA,US,HAMPTON,GA,US,1,3,6,100
2025 04,ODFL,DALLAS,TX,US,PHILADELPHIA,PA,US,2,4,5,100
2025 04,ODFL,RICHMOND,VA,US,BOYNTON BEACH,FL,US,1,2,7,100
2025 05,ODFL,LANCASTER,TX,US,NEW BRAUNFELS,TX,US,35,0,2,96
2025 05,ODFL,CHICAGO,IL,US,EDWARDSVILLE,IL,US,80,1,2,79
2025 05,ODFL,CHICAGO,IL,US,CHIPPEWA FALLS,WI,US,35,1,2,95
2025 05,ODFL,LOSANGELES,CA,US,WOODLAND,PA,US,43,3,1,100
2025 05,ODFL,LOSANGELES,CA,US,PRESCOTT VALLEY,AZ,US,3,2,4,34
2025 05,ODFL,LOSANGELES,CA,US,PHOENIX,AZ,US,20,0,3,10
2025 05,ODFL,LANCASTER,TX,US,GRANTSVILLE,UT,US,29,2,3,49
2025 05,ODFL,LOSANGELES,CA,US,BENTONVILLE,AR,US,35,2,1,100
2025 05,ODFL,LOSANGELES,CA,US,OTTAWA,KS,US,29,2,1,100
2025 05,ODFL,CHICAGO,IL,US,MIDLOTHIAN,TX,US,32,2,2,50
2025 05,ODFL,DALLAS,TX,US,LONDON,OH,US,64,3,3,72
2025 05,ODFL,DALLAS,TX,US,MONTGOMERY,NY,US,161,4,2,63
2025 05,ODFL,CHICAGO,IL,US,BRIDGETON,MO,US,13,1,2,100
2025 05,ABFS,CHICAGO,IL,US,GRAIN VALLEY,MO,US,14,2,2,100
2025 05,ODFL,DALLAS,TX,US,PORTLAND,OR,US,40,4,4,68
2025 05,ODFL,RICHMOND,VA,US,BEDFORD HEIGHTS,OH,US,28,2,3,47
2025 05,ODFL,LOSANGELES,CA,US,SOUTH JORDAN,UT,US,31,1,2,91
2025 05,RBTW,MILTON,ON,CA,MISSISSAUGA,ON,CA,1,0,1,100
2025 05,ODFL,RICHMOND,VA,US,BEAVER DAM,WI,US,34,3,3,59
2025 05,ODFL,CHICAGO,IL,US,WOODLAND,PA,US,15,2,1,100
2025 04,AEQC,RICHMOND,VA,US,KERNERSVILLE,NC,US,20,1,1,15
2025 05,ODFL,CHICAGO,IL,US,WINDSOR,WI,US,21,1,2,30
2025 05,ODFL,CHICAGO,IL,US,MIAMI,FL,US,2,3,7,100
2025 05,ODFL,RICHMOND,VA,US,BURLINGTON,NJ,US,40,1,2,85
2025 05,ODFL,CHICAGO,IL,US,KANSAS CITY,KS,US,6,1,4,67
2025 05,ODFL,LOSANGELES,CA,US,VACAVILLE,CA,US,24,0,2,88
2025 05,ODFL,LOSANGELES,CA,US,SPOKANE,WA,US,99,1,3,64
2025 05,ODFL,LOSANGELES,CA,US,STOCKTON,CA,US,13,0,2,93
2025 05,ODFL,CHICAGO,IL,US,WEST JEFFERSON,OH,US,4,2,3,34
2025 05,ODFL,CHICAGO,IL,US,SAINT CLOUD,MN,US,11,1,1,100
2025 05,ODFL,LOSANGELES,CA,US,ONTARIO,CA,US,15,0,2,87
2024 06,ODFL,DALLAS,TX,US,HAUPPAUGE,NY,US,16,4,6,17
2024 06,ODFL,CHICAGO,IL,US,WEST JEFFERSON,OH,US,14,1,2,34
2024 06,ODFL,CHICAGO,IL,US,HOPKINS,MN,US,4,1,4,100
2024 05,ODFL,CHICAGO,IL,US,GROVE CITY,OH,US,2,1,2,100
2024 06,ODFL,DALLAS,TX,US,LOSANGELES,CA,US,14,3,6,43
2024 06,ODFL,LANCASTER,TX,US,OKLAHOMA CITY,OK,US,4,1,4,34
2024 06,HOSD,GRAND RAPIDS,MI,US,CHICAGO,IL,US,107,4,2,42
2024 06,RBTW,GRAND RAPIDS,MI,US,LANCASTER,TX,US,11,4,2,28
2024 06,ODFL,LOSANGELES,CA,US,TYLER,TX,US,10,3,7,17
2024 07,ODFL,CHICAGO,IL,US,OCONOMOWOC,WI,US,4,1,7,100
2024 06,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,8,1,3,25
2024 07,ODFL,CHICAGO,IL,US,LENEXA,KS,US,15,1,5,50
2024 06,ODFL,CHICAGO,IL,US,WILTON,NY,US,8,2,8,50
2024 08,RBTW,RICHMOND,VA,US,FINDLAY,OH,US,3,1,2,34
2024 06,ODFL,RICHMOND,VA,US,PEMBROKE,NH,US,2,2,5,50
2024 06,ODFL,CHICAGO,IL,US,MCLEANSVILLE,NC,US,4,2,6,100
2024 06,ODFL,RICHMOND,VA,US,BOYNTON BEACH,FL,US,3,2,8,34
2024 07,ODFL,SEATTLE,WA,US,CLACKAMAS,OR,US,21,1,5,62
2024 06,RBTW,LOSANGELES,CA,US,DINUBA,CA,US,3,0,2,34
2024 06,ODFL,LOSANGELES,CA,US,SEARCY,AR,US,4,3,5,50
2024 06,ODFL,CHICAGO,IL,US,HATTIESBURG,MS,US,6,3,4,17
2024 06,ODFL,SEATTLE,WA,US,MERIDIAN,ID,US,4,1,4,100
2024 06,ODFL,CHICAGO,IL,US,RIALTO,CA,US,2,3,6,100
2024 06,ODFL,CHICAGO,IL,US,STUARTS DRAFT,VA,US,8,2,3,75
2024 06,ODFL,CHICAGO,IL,US,JOLIET,IL,US,9,1,8,23
2024 08,ODFL,CHICAGO,IL,US,NEW BRAUNFELS,TX,US,10,2,5,20
2024 08,ODFL,CHICAGO,IL,US,PLAINVIEW,TX,US,16,3,5,43
2024 08,ODFL,CHICAGO,IL,US,MIAMI,FL,US,6,3,4,34
2024 08,ODFL,CHICAGO,IL,US,TOBYHANNA,PA,US,6,2,4,100
2024 08,ODFL,CHICAGO,IL,US,EDWARDSVILLE,IL,US,6,1,3,34
2024 07,ODFL,RICHMOND,VA,US,JACKSONVILLE,FL,US,13,2,5,29
2024 08,ODFL,CHICAGO,IL,US,PALESTINE,TX,US,20,2,4,72
2024 06,ODFL,LOSANGELES,CA,US,HERMISTON,OR,US,2,2,5,50
2024 08,ODFL,DALLAS,TX,US,WARREN,MI,US,4,4,5,50
2024 07,RBTW,RICHMOND,VA,US,BURLINGTON,NJ,US,1,1,1,100
2024 08,ODFL,CHICAGO,IL,US,OKLAHOMA CITY,OK,US,6,2,6,34
2024 07,ODFL,RICHMOND,VA,US,CARLISLE,PA,US,4,1,4,100
2024 08,ODFL,RICHMOND,VA,US,SMYRNA,DE,US,2,1,4,100
2024 07,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,19,3,2,16
2024 06,ODFL,LOSANGELES,CA,US,RED BLUFF,CA,US,9,1,5,34
2024 08,ODFL,CHICAGO,IL,US,INWOOD,WV,US,6,2,3,25
2024 06,ODFL,CHICAGO,IL,US,WILMER,TX,US,8,2,4,25
2024 06,ODFL,CHICAGO,IL,US,MOUNT PLEASANT,IA,US,4,1,4,50
2024 06,ODFL,RICHMOND,VA,US,TEWKSBURY,MA,US,2,2,7,50
2024 08,ODFL,LOSANGELES,CA,US,GALESBURG,MI,US,2,4,7,100
2024 07,ODFL,CHICAGO,IL,US,COLORADO SPRINGS,CO,US,10,3,6,30
2024 07,ODFL,LANCASTER,TX,US,TIFTON,GA,US,2,2,3,100
2024 07,ODFL,LANCASTER,TX,US,BUCKEYE,AZ,US,4,2,3,50
2024 08,ODFL,CHICAGO,IL,US,CLEVELAND,TN,US,6,2,7,100
2024 10,ODFL,CHICAGO,IL,US,LOVELAND,CO,US,6,2,4,17
2024 09,ODFL,CHICAGO,IL,US,BENTONVILLE,AR,US,8,2,4,25
2024 09,RBTW,LOSANGELES,CA,US,TURLOCK,CA,US,36,1,1,15
2024 09,ODFL,RICHMOND,VA,US,WARSAW,NC,US,9,1,5,50
2024 09,ODFL,LOSANGELES,CA,US,OCONOMOWOC,WI,US,6,4,7,67
2024 07,ODFL,CHICAGO,IL,US,HOPE MILLS,NC,US,8,2,5,67
2024 07,ODFL,CHICAGO,IL,US,ALACHUA,FL,US,2,3,4,100
2024 07,ODFL,LANCASTER,TX,US,STUARTS DRAFT,VA,US,1,2,3,100
2024 06,ODFL,RICHMOND,VA,US,MENOMONIE,WI,US,2,3,2,100
2024 05,ODFL,SEATTLE,WA,US,PUYALLUP,WA,US,3,1,3,100
2024 06,ODFL,CHICAGO,IL,US,BOYNTON BEACH,FL,US,2,3,6,100
2024 05,ODFL,RICHMOND,VA,US,BURLINGTON,NJ,US,2,1,2,100
2024 08,ODFL,CHICAGO,IL,US,DACULA,GA,US,8,2,7,100
2024 08,ODFL,RICHMOND,VA,US,PHOENIX,AZ,US,4,3,6,100
2024 08,ODFL,RICHMOND,VA,US,INDIANAPOLIS,IN,US,6,2,8,34
2024 08,ODFL,RICHMOND,VA,US,GALESBURG,MI,US,6,2,6,67
2024 07,ODFL,LANCASTER,TX,US,BESSEMER,AL,US,1,2,4,100
2024 07,ODFL,RICHMOND,VA,US,NICHOLS,NY,US,8,1,6,13
2024 07,ODFL,CHICAGO,IL,US,ST. JAMES,MO,US,2,1,2,100
2024 07,ODFL,CHICAGO,IL,US,PALESTINE,TX,US,2,2,4,100
2024 07,ODFL,RICHMOND,VA,US,BURLINGTON,NJ,US,5,1,11,20
2024 07,ODFL,LANCASTER,TX,US,SEARCY,AR,US,2,1,10,50
2024 05,ODFL,CHICAGO,IL,US,MARCY,NY,US,2,2,2,100
2024 10,ODFL,LANCASTER,TX,US,LUGOFF,SC,US,4,2,4,100
2024 09,ODFL,LOSANGELES,CA,US,RIALTO,CA,US,2,1,3,100
2024 09,ODFL,LOSANGELES,CA,US,BUCKEYE,AZ,US,8,1,3,75
2024 09,ODFL,LANCASTER,TX,US,TYLER,TX,US,1,1,1,100
2024 09,ODFL,LANCASTER,TX,US,DAYTON,TX,US,7,1,3,15
2024 09,ODFL,LANCASTER,TX,US,SANGER,TX,US,12,1,2,80
2024 10,ODFL,CHICAGO,IL,US,VILLA RICA,GA,US,3,2,3,67
2024 09,ODFL,LOSANGELES,CA,US,NEWTON,NC,US,10,4,7,50
2024 09,ODFL,LOSANGELES,CA,US,LOVELAND,CO,US,6,2,5,100
2024 09,ODFL,LOSANGELES,CA,US,MIDWAY,GA,US,8,4,6,75
2024 10,ODFL,CHICAGO,IL,US,READING,PA,US,5,2,4,60
2024 09,ODFL,RICHMOND,VA,US,BOYNTON BEACH,FL,US,4,2,7,100
2024 08,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,14,1,3,25
2024 09,ODFL,DALLAS,TX,US,LOSANGELES,CA,US,6,3,9,50
2024 09,ODFL,RICHMOND,VA,US,MIDLOTHIAN,TX,US,5,2,6,100
2024 09,ODFL,LOSANGELES,CA,US,ONTARIO,CA,US,6,1,3,67
2024 09,ODFL,DALLAS,TX,US,COPPELL,TX,US,6,1,6,67
2024 11,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,12,3,2,34
2024 11,ODFL,CHICAGO,IL,US,GREENFIELD,IN,US,5,1,4,60
2024 11,ODFL,CHICAGO,IL,US,BEDFORD HEIGHTS,OH,US,3,1,3,67
2024 11,ODFL,LOSANGELES,CA,US,PUYALLUP,WA,US,15,2,8,75
2024 10,ODFL,RICHMOND,VA,US,DAYTON,NJ,US,3,1,3,100
2024 07,ODFL,DALLAS,TX,US,MONTGOMERY,NY,US,2,4,7,100
2024 07,ODFL,CHICAGO,IL,US,HOLIDAY CITY,OH,US,10,1,2,63
2025 01,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,8,1,3,25
2024 11,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,17,2,6,86
2024 12,ODFL,LANCASTER,TX,US,PALESTINE,TX,US,2,1,1,100
2024 12,ODFL,LANCASTER,TX,US,SEARCY,AR,US,8,1,6,63
2024 12,ODFL,LANCASTER,TX,US,DAYTON,TX,US,8,1,4,25
2024 10,ODFL,RICHMOND,VA,US,POTTSVILLE,PA,US,6,1,2,50
2024 12,ODFL,CHICAGO,IL,US,VILLA RICA,GA,US,7,2,4,72
2024 10,RBTW,RICHMOND,VA,US,CHICAGO,IL,US,11,2,3,12
2024 10,ODFL,LOSANGELES,CA,US,WOODLAND,CA,US,12,1,4,100
2024 09,ODFL,LANCASTER,TX,US,MIAMI,FL,US,2,2,2,100
2024 12,ODFL,LANCASTER,TX,US,NEW BRAUNFELS,TX,US,8,1,4,25
2024 09,RBTW,RICHMOND,VA,US,FREDERICKSBURG,VA,US,4,1,1,50
2025 01,ODFL,LANCASTER,TX,US,LONGVIEW,TX,US,6,1,2,34
2025 01,RBTW,GRAND RAPIDS,MI,US,FENTON,MO,US,21,1,2,11
2024 10,ODFL,CHICAGO,IL,US,MIDWAY,GA,US,6,2,4,34
2024 09,RBTW,SEATTLE,WA,US,CHICAGO,IL,US,8,2,4,17
2024 09,ODFL,RICHMOND,VA,US,JEFFERSON,GA,US,7,1,2,58
2024 09,ODFL,LANCASTER,TX,US,STUARTS DRAFT,VA,US,1,2,3,100
2024 08,ODFL,SEATTLE,WA,US,CLACKAMAS,OR,US,9,1,6,34
2024 08,ODFL,LANCASTER,TX,US,HATTIESBURG,MS,US,1,2,2,100
2024 08,ODFL,LANCASTER,TX,US,OSWEGO,IL,US,3,2,5,50
2024 08,ODFL,SEATTLE,WA,US,TOPEKA,KS,US,2,4,6,100
2024 08,ODFL,CHICAGO,IL,US,RIALTO,CA,US,2,3,8,100
2024 08,ODFL,RICHMOND,VA,US,POTTSVILLE,PA,US,6,1,4,100
2024 08,ODFL,RICHMOND,VA,US,PORTLAND,TN,US,2,2,6,100
2024 08,ODFL,SEATTLE,WA,US,TYLER,TX,US,2,4,8,50
2024 08,ODFL,LOSANGELES,CA,US,BUCKEYE,AZ,US,2,1,2,100
2024 10,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,11,1,3,45
2024 09,ODFL,RICHMOND,VA,US,SACRAMENTO,CA,US,2,4,13,100
2024 11,RBTW,GRAND RAPIDS,MI,US,LOSANGELES,CA,US,8,6,5,25
2024 11,ODFL,LANCASTER,TX,US,MADISON,AL,US,10,2,6,20
2024 11,ODFL,LANCASTER,TX,US,WOODLAND,CA,US,3,3,6,67
2024 11,ODFL,CHICAGO,IL,US,LENEXA,KS,US,12,1,4,67
2024 09,ODFL,CHICAGO,IL,US,LEBANON,IN,US,3,1,3,100
2024 11,ODFL,RICHMOND,VA,US,HOPKINSVILLE,KY,US,6,2,6,17
2024 11,ODFL,RICHMOND,VA,US,SEYMOUR,IN,US,4,2,4,100
2025 01,ODFL,LANCASTER,TX,US,LOXLEY,AL,US,6,2,5,34
2024 10,ODFL,DALLAS,TX,US,WAUREGAN,CT,US,6,4,8,50
2025 01,ODFL,RICHMOND,VA,US,DUNN,NC,US,4,1,3,100
2024 12,ODFL,RICHMOND,VA,US,YORK,PA,US,20,1,8,22
2025 01,ODFL,RICHMOND,VA,US,NEWPORT NEWS,VA,US,6,1,5,50
2024 10,ODFL,DALLAS,TX,US,LA MIRADA,CA,US,3,3,7,100
2024 12,ODFL,RICHMOND,VA,US,WELLS,ME,US,6,2,3,67
2024 11,ODFL,LANCASTER,TX,US,DAYTON,TX,US,2,1,4,100
2024 10,ODFL,LOSANGELES,CA,US,MIDLOTHIAN,TX,US,2,2,6,100
2025 01,ODFL,DALLAS,TX,US,FENTON,MO,US,15,3,5,25
2025 01,ODFL,LANCASTER,TX,US,ROANOKE,TX,US,4,1,1,100
2024 12,ODFL,CHICAGO,IL,US,PERRYSBURG,OH,US,4,1,1,100
2024 12,ODFL,CHICAGO,IL,US,EDWARDSVILLE,IL,US,11,1,6,19
2025 03,ODFL,LOSANGELES,CA,US,BUCKEYE,AZ,US,9,2,3,45
2024 12,ODFL,RICHMOND,VA,US,LAKELAND,FL,US,10,2,6,60
2025 01,ODFL,LOSANGELES,CA,US,RIALTO,CA,US,1,1,4,100
2025 02,RBTW,RICHMOND,VA,US,CHICAGO,IL,US,4,2,1,50
2024 12,ODFL,CHICAGO,IL,US,RAYMOND,NH,US,4,2,5,25
2025 02,ODFL,CHICAGO,IL,US,PORTLAND,TN,US,10,2,6,75
2025 02,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,14,4,2,8
2025 01,ODFL,CHICAGO,IL,US,FT PIERCE,FL,US,2,3,4,100
2024 10,ODFL,LOSANGELES,CA,US,PORTERVILLE,CA,US,2,1,4,100
2025 02,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,10,1,3,40
2025 02,ODFL,CHICAGO,IL,US,EAU CLAIRE,WI,US,10,1,2,100
2024 12,ODFL,RICHMOND,VA,US,FINDLAY,OH,US,2,2,4,100
2024 11,ODFL,LANCASTER,TX,US,SMYRNA,DE,US,2,3,5,100
2025 02,ODFL,LOSANGELES,CA,US,CLACKAMAS,OR,US,21,2,7,28
2024 12,ODFL,CHICAGO,IL,US,FT PIERCE,FL,US,2,3,5,100
2025 02,ODFL,RICHMOND,VA,US,JEFFERSON,GA,US,7,1,3,72
2025 03,ODFL,CHICAGO,IL,US,SUN PRAIRIE,WI,US,5,1,2,100
2025 03,ODFL,LANCASTER,TX,US,LUGOFF,SC,US,2,2,4,100
2025 02,ODFL,LANCASTER,TX,US,WAXAHACHIE,TX,US,6,1,2,100
2025 02,ODFL,CHICAGO,IL,US,BLUFFTON,IN,US,6,1,8,100
2025 03,ODFL,RICHMOND,VA,US,POTTSVILLE,PA,US,12,1,4,75
2025 02,ODFL,CHICAGO,IL,US,NORFOLK,NE,US,2,1,3,100
2025 03,ODFL,LANCASTER,TX,US,FT PIERCE,FL,US,4,3,4,100
2025 02,ODFL,RICHMOND,VA,US,LA GRANGE,GA,US,2,2,5,100
2025 03,ODFL,RICHMOND,VA,US,WINDSOR,CT,US,8,2,5,100
2025 02,FXFC,MILTON,ON,CA,BOUCHERVILLE,QC,CA,2,1,6,100
2025 03,ODFL,CHICAGO,IL,US,PALESTINE,TX,US,4,2,5,50
2025 03,ODFL,CHICAGO,IL,US,GREENFIELD,IN,US,8,2,2,34
2025 03,ODFL,CHICAGO,IL,US,CHARLOTTE,NC,US,8,3,5,67
2025 03,ODFL,CHICAGO,IL,US,SHAKOPEE,MN,US,8,2,3,100
2025 03,ODFL,RICHMOND,VA,US,ABINGDON,VA,US,4,1,2,100
2025 03,ODFL,CHICAGO,IL,US,INWOOD,WV,US,9,2,4,17
2025 02,ODFL,LANCASTER,TX,US,DAYTON,TX,US,2,1,1,100
2025 01,ODFL,DALLAS,TX,US,LONDON,OH,US,3,3,3,100
2024 12,ODFL,CHICAGO,IL,US,GARDEN CITY,MI,US,3,1,4,100
2025 03,ODFL,LANCASTER,TX,US,BENTONVILLE,AR,US,2,1,2,50
2025 03,RBTW,CHICAGO,IL,US,READING,PA,US,3,1,3,50
2025 03,ODFL,RICHMOND,VA,US,MOUNT PLEASANT,IA,US,4,2,7,25
2025 03,ABFS,LOSANGELES,CA,US,PATTERSON,CA,US,9,2,7,12
2025 03,ODFL,RICHMOND,VA,US,MENOMONIE,WI,US,4,3,6,100
2025 03,ODFL,RICHMOND,VA,US,SEALY,TX,US,4,2,5,100
2025 03,ODFL,CHICAGO,IL,US,JOLIET,IL,US,4,1,6,25
2025 03,ODFL,RICHMOND,VA,US,RAYMOND,NH,US,4,2,6,100
2025 03,ODFL,RICHMOND,VA,US,WARSAW,NC,US,3,1,2,100
2025 04,ODFL,DALLAS,TX,US,CAROL STREAM,IL,US,11,3,6,19
2025 04,RBTW,GRAND RAPIDS,MI,US,RICHMOND,VA,US,22,3,2,10
2025 04,ODFL,DALLAS,TX,US,CHARLOTTE,NC,US,6,3,6,67
2025 03,ODFL,CHICAGO,IL,US,MIDWAY,TN,US,2,1,3,100
2025 04,ODFL,RICHMOND,VA,US,HATTIESBURG,MS,US,6,3,6,100
2025 04,ODFL,LOSANGELES,CA,US,LOVELAND,CO,US,6,2,6,100
2025 04,ODFL,CHICAGO,IL,US,PRINCETON,IL,US,14,1,2,100
2025 04,ODFL,LANCASTER,TX,US,WAXAHACHIE,TX,US,4,1,2,100
2025 03,ODFL,RICHMOND,VA,US,SANGER,TX,US,2,2,5,100
2025 04,ODFL,DALLAS,TX,US,CORONA,CA,US,5,3,6,40
2025 04,ODFL,RICHMOND,VA,US,TAYLOR,PA,US,2,1,5,100
2025 04,ODFL,CHICAGO,IL,US,DACULA,GA,US,7,2,7,100
2025 04,ODFL,CHICAGO,IL,US,LOVELAND,CO,US,6,2,5,84
2025 04,FXFC,MILTON,ON,CA,BOISBRIAND,QC,CA,2,1,1,100
2025 04,ODFL,LOSANGELES,CA,US,ROCKLIN,CA,US,10,1,3,30
2025 04,ODFL,LOSANGELES,CA,US,ST. JAMES,MO,US,3,3,5,67
2025 04,ODFL,DALLAS,TX,US,ONTARIO,CA,US,11,3,7,28
2025 04,ODFL,LOSANGELES,CA,US,OTTAWA,KS,US,2,3,6,100
2025 04,ODFL,CHICAGO,IL,US,LOGAN TOWNSHIP,NJ,US,2,2,5,100
2025 04,ODFL,LANCASTER,TX,US,WOODLAND,CA,US,2,3,5,100
2025 04,ODFL,CHICAGO,IL,US,RAYMOND,NH,US,4,2,6,75
